type,geo_point_2d,city,name,clustergtfsid
stops,"45.2122,5.76728",Meylan,Revirée - Sayettes,
stops,"45.20323,5.74535",La Tronche,Commandant Nal,
stops,"45.20564,5.74888",La Tronche,Musée Hébert,
stops,"45.20617,5.75214",La Tronche,Centre Théologique,
stops,"45.21128,5.78724",Meylan,Malacher,
stops,"45.20094,5.75814",La Tronche,La Carronnerie Basse,
stops,"45.21024,5.78405",Meylan,Granier,
stops,"45.20941,5.77926",Meylan,Meylan Mairie,
stops,"45.20883,5.77503",Meylan,Piscine des Buclos,
stops,"45.20598,5.77184",Meylan,Le Brêt,
stops,"45.2059,5.77174",Meylan,Le Brêt,
stops,"45.2248,5.83767",Saint-Ismier,Bois Français,
stops,"45.20712,5.76741",Meylan,La Revirée,
stops,"45.19056,5.72512",Grenoble,Victor Hugo,
stops,"45.20454,5.75928",Meylan,Les Léchères,
stops,"45.20521,5.75858",Meylan,Les Léchères,
stops,"45.20268,5.7609",Meylan,Plaine Fleurie,
stops,"45.22064,5.78917",Meylan,Les Jaillières,
stops,"45.21947,5.78613",Meylan,Saint-Mury,
stops,"45.21882,5.78312",Meylan,Bérivière,
stops,"45.21605,5.77947",Meylan,Les Mûriers,
stops,"45.2124,5.76983",Meylan,Chaumetière,
stops,"45.21282,5.77305",Meylan,Saint-Jean Bosco,
stops,"45.21416,5.7791",Meylan,Lycée du Grésivaudan - Bachais,
stops,"45.22996,5.78973",Meylan,Montlivet,
stops,"45.20152,5.83821",Domène,Domène Mairie,
stops,"45.19636,5.82887",Domène,Les Mortes,
stops,"45.19186,5.81663",Murianette,Le Bourg,
stops,"45.18902,5.81006",Gières,La Perrière,
stops,"45.18971,5.81173",Murianette,La Perrière,
stops,"45.18746,5.80706",Gières,Le Japin,
stops,"45.18578,5.80285",Gières,Champrondet,
stops,"45.18388,5.79852",Gières,Pied de Gières,
stops,"45.18381,5.79849",Gières,Pied de Gières,
stops,"45.22998,5.78981",Meylan,Montlivet,
stops,"45.195,5.72917",Grenoble,Place Cymaise,
stops,"45.11774,5.66797",Claix,Les Roses,
stops,"45.11791,5.66739",Claix,Les Roses,
stops,"45.17101,5.82184",Venon,Le Chapon,
stops,"45.17096,5.82185",Venon,Le Chapon,
stops,"45.17007,5.81362",Venon,Le Reynet,
stops,"45.1699,5.81322",Venon,Le Reynet,
stops,"45.19497,5.72614",Grenoble,Musée Dauphinois,
stops,"45.14448,5.70071",Échirolles,Danielle Casanova,
stops,"45.19503,5.72611",Grenoble,Musée Dauphinois,
stops,"45.17265,5.81045",Venon,Le Perroud,
stops,"45.17245,5.81036",Venon,Le Perroud,
stops,"45.15827,5.75976",Poisat,Centre Socio-Culturel,
stops,"45.17034,5.8108",Venon,Sous-Perroud,
stops,"45.1703,5.81077",Venon,Sous-Perroud,
stops,"45.21476,5.70442",Saint-Martin-le-Vinoux,L'Hermitage,
stops,"45.14704,5.72608",Échirolles,Le Château,
stops,"45.14711,5.72619",Échirolles,Le Château,
stops,"45.17058,5.80748",Venon,La Chênaie,
stops,"45.17051,5.80746",Venon,La Chênaie,
stops,"45.22609,5.72541",Saint-Martin-le-Vinoux,Levetière,
stops,"45.15907,5.72674",Grenoble,Edmond Esmonin,
stops,"45.1435,5.72943",Échirolles,Stade,
stops,"45.22614,5.72551",Saint-Martin-le-Vinoux,Levetière,
stops,"45.22225,5.72467",Saint-Martin-le-Vinoux,Lachal,
stops,"45.22258,5.72475",Saint-Martin-le-Vinoux,Lachal,
stops,"45.2177,5.72187",Saint-Martin-le-Vinoux,Mas Caché,
stops,"45.25604,5.62804",Veurey-Voroize,La Cuche,
stops,"45.21735,5.72194",Saint-Martin-le-Vinoux,Mas Caché,
stops,"45.17181,5.80468",Venon,Venon Mairie,
stops,"45.17165,5.80482",Venon,Venon Mairie,
stops,"45.17377,5.80279",Venon,La Ville,
stops,"45.17409,5.80262",Venon,La Ville,
stops,"45.21513,5.71914",Saint-Martin-le-Vinoux,La Gomma,
stops,"45.21528,5.71941",Saint-Martin-le-Vinoux,La Gomma,
stops,"45.16219,5.74912",Eybens,La Châtelière,
stops,"45.16217,5.74903",Eybens,La Châtelière,
stops,"45.15112,5.74959",Eybens,Les Javaux,
stops,"45.15336,5.74848",Eybens,Odyssée,
stops,"45.15927,5.74557",Eybens,Val d'Eybens,
stops,"45.21153,5.71775",Saint-Martin-le-Vinoux,Hôtel Bellevue,
stops,"45.19819,5.83412",Domène,L'Oratoire,
stops,"45.15752,5.76412",Poisat,Cimetière Intercommunal,
stops,"45.2183,5.77919",Meylan,Haut-Meylan,
stops,"45.21178,5.71773",Saint-Martin-le-Vinoux,Hôtel Bellevue,
stops,"45.17305,5.79821",Venon,La Serralière,
stops,"45.17283,5.79806",Venon,La Serralière,
stops,"45.17526,5.79498",Venon,La Faurie,
stops,"45.17542,5.79467",Venon,La Faurie,
stops,"45.20963,5.718",Saint-Martin-le-Vinoux,Les Combes,
stops,"45.20972,5.71803",Saint-Martin-le-Vinoux,Les Combes,
stops,"45.18108,5.78844",Gières,Edelweiss,
stops,"45.18116,5.78826",Gières,Edelweiss,
stops,"45.20521,5.71826",Saint-Martin-le-Vinoux,Les Fauvettes,
stops,"45.19647,5.67717",Fontaine,Gérard Philipe,
stops,"45.20658,5.7175",Saint-Martin-le-Vinoux,Les Fauvettes,
stops,"45.1979,5.68869",Fontaine,Jules Guesde,
stops,"45.19421,5.69473",Fontaine,Rue Pasteur,
stops,"45.20365,5.71693",Saint-Martin-le-Vinoux,Place du Village,
stops,"45.20364,5.7167",Saint-Martin-le-Vinoux,Place du Village,
stops,"45.19235,5.69252",Fontaine,Curie - Vercors,
stops,"45.19239,5.69687",Fontaine,Saveuil,
stops,"45.19246,5.69614",Fontaine,Saveuil,
stops,"45.19242,5.69961",Fontaine,Pont du Vercors,
stops,"45.22685,5.72071",Saint-Martin-le-Vinoux,Ripaillère,
stops,"45.1974,5.69355",Fontaine,Charmettes,
stops,"45.19786,5.69305",Fontaine,Charmettes,
stops,"45.19181,5.69499",Fontaine,Curie - Vercors,
stops,"45.24948,5.66712",Fontanil-Cornillon,Rafour,
stops,"45.22682,5.72078",Saint-Martin-le-Vinoux,Ripaillère,
stops,"45.24964,5.63166",Noyarey,Le Ruisset,
stops,"45.22494,5.71908",Saint-Martin-le-Vinoux,Gatinet,
stops,"45.24291,5.63206",Noyarey,Bascule,
stops,"45.23642,5.63803",Noyarey,Chaulnes,
stops,"45.23201,5.64523",Noyarey,Praparis - Les Roses,
stops,"45.2249,5.71914",Saint-Martin-le-Vinoux,Gatinet,
stops,"45.20651,5.70884",Saint-Martin-le-Vinoux,Conrad Kilian,
stops,"45.20649,5.70878",Saint-Martin-le-Vinoux,Conrad Kilian,
stops,"45.23999,5.68407",Saint-Égrève,Eglise,
stops,"45.23787,5.68891",Saint-Égrève,La Monta,
stops,"45.22001,5.71508",Saint-Martin-le-Vinoux,La Rivoire,
stops,"45.22925,5.6497",Sassenage,Praparis Usine,
stops,"45.21502,5.66112",Sassenage,La Rollandière,
stops,"45.21994,5.71515",Saint-Martin-le-Vinoux,La Rivoire,
stops,"45.17259,5.69689",Seyssinet-Pariset,La Plaine,
stops,"45.17525,5.69689",Seyssinet-Pariset,Beau Site,
stops,"45.17816,5.69702",Seyssinet-Pariset,L'Arche,
stops,"45.21401,5.70998",Saint-Martin-le-Vinoux,Narbonne,
stops,"45.21405,5.70999",Saint-Martin-le-Vinoux,Narbonne,
stops,"45.25955,5.62603",Veurey-Voroize,Iles Cordées,
stops,"45.2383,5.63509",Noyarey,Saint-Jean,
stops,"45.2148,5.70448",Saint-Martin-le-Vinoux,L'Hermitage,
stops,"45.18161,5.78271",Gières,Le Sonnant,
stops,"45.21205,5.76638",Meylan,Revirée - Sayettes,
stops,"45.15182,5.71016",Échirolles,Grugliasco,
stops,"45.26152,5.62492",Veurey-Voroize,Perrières,
stops,"45.26819,5.61932",Veurey-Voroize,Les Echalières,
stops,"45.14659,5.70156",Échirolles,Colonel Manhès,
stops,"45.14499,5.71729",Échirolles,Marie Curie,
stops,"45.15157,5.70979",Échirolles,Grugliasco,
stops,"45.14728,5.71347",Échirolles,Paul Héroult,
stops,"45.1447,5.71643",Échirolles,Marie Curie,
stops,"45.14246,5.71519",Échirolles,Auguste Delaune,
stops,"45.15122,5.70876",Échirolles,Grugliasco,
stops,"45.14627,5.72981",Échirolles,Ecoles Hospitalières,
stops,"45.14724,5.72672",Échirolles,Le Château,
stops,"45.14967,5.71884",Échirolles,La Rampe - Centre-Ville,
stops,"45.15122,5.70907",Échirolles,Grugliasco,
stops,"45.14732,5.72671",Échirolles,Le Château,
stops,"45.20702,5.74536",La Tronche,Grande Tronche,
stops,"45.14219,5.71511",Échirolles,Auguste Delaune,
stops,"45.14965,5.71924",Échirolles,La Rampe - Centre-Ville,
stops,"45.14638,5.72973",Échirolles,Ecoles Hospitalières,
stops,"45.1469,5.73274",Échirolles,Hôpital Sud,
stops,"45.14691,5.73235",Échirolles,Hôpital Sud,
stops,"45.14793,5.73494",Échirolles,François Quesnay,
stops,"45.1479,5.73517",Échirolles,François Quesnay,
stops,"45.14612,5.70442",Échirolles,Bayard,
stops,"45.14406,5.7005",Échirolles,Danielle Casanova,
stops,"45.14303,5.70002",Échirolles,Vassieux,
stops,"45.1148,5.69029",Claix,Carrière,
stops,"45.11471,5.69019",Claix,Carrière,
stops,"45.121,5.67609",Claix,La Ronzy,
stops,"45.12118,5.68251",Claix,La Chièze,
stops,"45.22152,5.79088",Meylan,Les Jaillières,
stops,"45.21871,5.78303",Meylan,Bérivière,
stops,"45.21504,5.77969",Meylan,Les Mûriers,
stops,"45.2129,5.77365",Meylan,Saint-Jean Bosco,
stops,"45.21249,5.77128",Meylan,Chaumetière,
stops,"45.21987,5.66051",Sassenage,Les Engenières,
stops,"45.20273,5.76086",Meylan,Plaine Fleurie,
stops,"45.20119,5.75875",Meylan,La Carronnerie Basse,
stops,"45.1993,5.75549",La Tronche,Pascal,
stops,"45.1995,5.75528",La Tronche,Pascal,
stops,"45.20135,5.75297",La Tronche,Doyen Gosse,
stops,"45.20065,5.75111",La Tronche,Vercors,
stops,"45.19902,5.74959",La Tronche,Grand Sablon,
stops,"45.20869,5.76315",Meylan,Place de la Louisiane,
stops,"45.14921,5.70116",Échirolles,Musée Géo Charles,
stops,"45.18185,5.78092",Gières,Le Chamandier,
stops,"45.20876,5.76321",Meylan,Place de la Louisiane,
stops,"45.14116,5.72025",Échirolles,Le Village,
stops,"45.2404,5.66661",Saint-Égrève,Cap38,
stops,"45.14392,5.74859",Eybens,Le Crêt,
stops,"45.14377,5.74854",Eybens,Le Crêt,
stops,"45.14093,5.74998",Bresson,Lagay,
stops,"45.1408,5.74997",Bresson,Lagay,
stops,"45.1377,5.74771",Bresson,Bresson Mairie,
stops,"45.13809,5.74574",Bresson,Les Vignes,
stops,"45.14162,5.74135",Bresson,La Maritelle,
stops,"45.14108,5.74131",Bresson,La Maritelle,
stops,"45.14344,5.72946",Échirolles,Stade,
stops,"45.1593,5.71376",Grenoble,Les Essarts,
stops,"45.16415,5.71776",Grenoble,Beauvert,
stops,"45.20603,5.76421",Meylan,Aiguinards-Hexagone,
stops,"45.18573,5.80291",Gières,Champrondet,
stops,"45.18149,5.78755",Gières,Edelweiss,
stops,"45.18142,5.78771",Gières,Edelweiss,
stops,"45.17897,5.78098",Gières,Roseraie,
stops,"45.17782,5.77786",Saint-Martin-d'Hères,Anguisses,
stops,"45.1778,5.77798",Saint-Martin-d'Hères,Anguisses,
stops,"45.1787,5.77323",Saint-Martin-d'Hères,Galochère,
stops,"45.17952,5.77009",Saint-Martin-d'Hères,Elsa Triolet,
stops,"45.18071,5.7657",Saint-Martin-d'Hères,Coli,
stops,"45.18253,5.75906",Saint-Martin-d'Hères,Cité Labeye,
stops,"45.1848,5.75086",Saint-Martin-d'Hères,Gay,
stops,"45.18448,5.75186",Saint-Martin-d'Hères,Gay,
stops,"45.18555,5.74786",Saint-Martin-d'Hères,Croix Rouge,
stops,"45.17563,5.76391",Saint-Martin-d'Hères,Henri Wallon,
stops,"45.17395,5.76074",Saint-Martin-d'Hères,Pablo Neruda,
stops,"45.17396,5.76091",Saint-Martin-d'Hères,Pablo Neruda,
stops,"45.17105,5.75682",Saint-Martin-d'Hères,8 mai 1945,
stops,"45.16605,5.75142",Saint-Martin-d'Hères,Chopin,
stops,"45.16628,5.75184",Saint-Martin-d'Hères,Chopin,
stops,"45.16362,5.75062",Saint-Martin-d'Hères,Le Marais,
stops,"45.13565,5.71258",Échirolles,Gay Lussac,
stops,"45.16897,5.73296",Grenoble,Malherbe,
stops,"45.15941,5.72348",Grenoble,Maison des Anciens,
stops,"45.20635,5.76409",Meylan,Aiguinards-Hexagone,
stops,"45.1682,5.67886",Seyssinet-Pariset,Les Combes,
stops,"45.16999,5.73712",Grenoble,Louis Jouvet,
stops,"45.17827,5.74591",Grenoble,Saint-Augustin,
stops,"45.17901,5.75507",Saint-Martin-d'Hères,Edouard Vaillant,
stops,"45.18132,5.75719",Saint-Martin-d'Hères,Pierre Sémard,
stops,"45.18128,5.75712",Saint-Martin-d'Hères,Pierre Sémard,
stops,"45.18928,5.77815",Gières,Vignate,
stops,"45.18923,5.77806",Gières,Vignate,
stops,"45.20928,5.7785",Meylan,Meylan Mairie,
stops,"45.20888,5.77538",Meylan,Piscine des Buclos,
stops,"45.20736,5.76801",Meylan,La Revirée,
stops,"45.20628,5.75312",Meylan,Centre Théologique,
stops,"45.20561,5.7489",La Tronche,Musée Hébert,
stops,"45.20331,5.74561",La Tronche,Commandant Nal,
stops,"45.09546,5.67215",Varces-Allières-et-Risset,Collège Jules Verne,
stops,"45.15357,5.7483",Eybens,Odyssée,
stops,"45.15041,5.74986",Eybens,Les Javaux,
stops,"45.21786,5.7779",Meylan,Haut-Meylan,
stops,"45.21794,5.77833",Meylan,Haut-Meylan,
stops,"45.21681,5.77572",Meylan,La Foy,
stops,"45.2171,5.77634",Meylan,La Foy,
stops,"45.21581,5.77226",Corenc,Buclos,
stops,"45.2157,5.77164",Corenc,Buclos,
stops,"45.21506,5.76867",Corenc,Les Oiseaux,
stops,"45.21505,5.76853",Corenc,Les Oiseaux,
stops,"45.21385,5.7646",Corenc,Eygala,
stops,"45.21377,5.76431",Corenc,Eygala,
stops,"45.21019,5.75279",Corenc,Corenc Mairie,
stops,"45.21219,5.75757",Corenc,Montfleury,
stops,"45.21013,5.75255",Corenc,Corenc Mairie,
stops,"45.20704,5.74578",La Tronche,Grande Tronche,
stops,"45.20658,5.74278",La Tronche,Jules Rey,
stops,"45.20649,5.74237",La Tronche,Jules Rey,
stops,"45.20461,5.73787",La Tronche,Bastille,
stops,"45.20212,5.73442",La Tronche,Petite Tronche,
stops,"45.20195,5.73416",La Tronche,Petite Tronche,
stops,"45.19798,5.73263",Grenoble,Saint-Laurent,
stops,"45.19802,5.73257",Grenoble,Saint-Laurent,
stops,"45.18576,5.71934",Grenoble,Condorcet,
stops,"45.18577,5.71892",Grenoble,Condorcet,
stops,"45.18422,5.71064",Grenoble,D'Alembert,
stops,"45.1805,5.71127",Grenoble,Vallier - Docteur Calmette,
stops,"45.24899,5.66692",Fontanil-Cornillon,Rafour,
stops,"45.21845,5.77908",Meylan,Haut-Meylan,
stops,"45.24219,5.67143",Saint-Égrève,Karben,
stops,"45.24207,5.67119",Saint-Égrève,Karben,
stops,"45.238,5.68861",Saint-Égrève,La Monta,
stops,"45.24004,5.67297",Saint-Égrève,Les Bonnais,
stops,"45.2349,5.68768",Saint-Égrève,Cuvilleux,
stops,"45.23317,5.68606",Saint-Égrève,Visancourt,
stops,"45.22868,5.68397",Saint-Égrève,Moutonnées,
stops,"45.22612,5.6864",Saint-Égrève,Muret,
stops,"45.20711,5.75833",Meylan,Champ Rochas,
stops,"45.18491,5.74324",Grenoble,Madeleine,
stops,"45.18191,5.74579",Grenoble,Jeanne d'Arc,
stops,"45.18183,5.74852",Grenoble,Grand Châtelet,
stops,"45.20744,5.75903",Meylan,Champ Rochas,
stops,"45.17446,5.75432",Saint-Martin-d'Hères,Edmond Rostand,
stops,"45.17206,5.75713",Saint-Martin-d'Hères,Etienne Grappe,
stops,"45.17088,5.75859",Saint-Martin-d'Hères,Potié,
stops,"45.16828,5.7627",Saint-Martin-d'Hères,Croix du Pâtre,
stops,"45.16964,5.76358",Saint-Martin-d'Hères,Glaïeuls,
stops,"45.16512,5.76552",Saint-Martin-d'Hères,Saint-Martin-d'Hères Village,
stops,"45.16492,5.76527",Saint-Martin-d'Hères,Saint-Martin-d'Hères Village,
stops,"45.1719,5.76493",Saint-Martin-d'Hères,Les Alloves,
stops,"45.16955,5.72322",Grenoble,Clos d'Or,
stops,"45.19625,5.71247",Grenoble,Arago,
stops,"45.18183,5.74091",Grenoble,Edison,
stops,"45.17821,5.74263",Grenoble,Suzanne Noël - Les Bains,
stops,"45.16664,5.74646",Saint-Martin-d'Hères,Pierre Loti,
stops,"45.16512,5.74887",Saint-Martin-d'Hères,Paul Eluard,
stops,"45.16106,5.75525",Eybens,Bel Air,
stops,"45.15985,5.75718",Poisat,Robespierre,
stops,"45.15821,5.75974",Poisat,Centre Socio-Culturel,
stops,"45.20673,5.82734",Domène,Chenevières,
stops,"45.20489,5.83576",Domène,Le Prieuré,
stops,"45.20457,5.8361",Domène,Le Prieuré,
stops,"45.20683,5.84788",Domène,Les Arnauds,
stops,"45.19802,5.83362",Domène,L'Oratoire,
stops,"45.19638,5.82911",Domène,Les Mortes,
stops,"45.19483,5.82455",Murianette,Les Rivets,
stops,"45.19488,5.82488",Murianette,Les Rivets,
stops,"45.19187,5.81646",Murianette,Le Bourg,
stops,"45.14524,5.67678",Seyssins,Garlettes,
stops,"45.18142,5.78156",Gières,Le Sonnant,
stops,"45.14531,5.67687",Seyssins,Garlettes,
stops,"45.18473,5.76846",Saint-Martin-d'Hères,Champ Roman,
stops,"45.18672,5.75629",Saint-Martin-d'Hères,Neyrpic - Belledonne,
stops,"45.18757,5.75258",Saint-Martin-d'Hères,Péri - Brossolette,
stops,"45.15386,5.67997",Seyssins,L'Argoud,
stops,"45.15433,5.6803",Seyssins,L'Argoud,
stops,"45.22728,5.75888",Corenc,Batonnière,
stops,"45.22733,5.75876",Corenc,Batonnière,
stops,"45.19188,5.69505",Fontaine,Curie - Vercors,
stops,"45.27467,5.60645",Veurey-Voroize,Chemin du Parc,
stops,"45.27449,5.60613",Veurey-Voroize,Chemin du Parc,
stops,"45.27657,5.61239",Veurey-Voroize,Petit Châtelard,
stops,"45.27608,5.61213",Veurey-Voroize,Petit Châtelard,
stops,"45.27487,5.61264",Veurey-Voroize,Le Béryl,
stops,"45.2748,5.61283",Veurey-Voroize,Le Béryl,
stops,"45.27305,5.61273",Veurey-Voroize,Veurey Mairie,
stops,"45.27225,5.61564",Veurey-Voroize,Veurey Eglise,
stops,"45.27242,5.61525",Veurey-Voroize,Veurey Eglise,
stops,"45.26209,5.6247",Veurey-Voroize,Perrières,
stops,"45.25971,5.62608",Veurey-Voroize,Iles Cordées,
stops,"45.25606,5.62814",Veurey-Voroize,La Cuche,
stops,"45.24971,5.63181",Noyarey,Le Ruisset,
stops,"45.24292,5.63217",Noyarey,Bascule,
stops,"45.23891,5.63425",Noyarey,Saint-Jean,
stops,"45.23654,5.63811",Noyarey,Chaulnes,
stops,"45.23226,5.64503",Noyarey,Praparis - Les Roses,
stops,"45.22961,5.64924",Sassenage,Praparis Usine,
stops,"45.21962,5.66033",Sassenage,Les Engenières,
stops,"45.2196,5.66022",Sassenage,Les Engenières,
stops,"45.21485,5.66123",Sassenage,La Rollandière,
stops,"45.20671,5.66274",Sassenage,Place de la Libération,
stops,"45.20446,5.66499",Sassenage,Trefforine,
stops,"45.19647,5.67704",Fontaine,Gérard Philipe,
stops,"45.19778,5.68027",Fontaine,Rue des Alpes,
stops,"45.19915,5.68284",Fontaine,Marat,
stops,"45.19909,5.68281",Fontaine,Marat,
stops,"45.21532,5.74846",La Tronche,Le Gorget,
stops,"45.21528,5.74852",La Tronche,Le Gorget,
stops,"45.19791,5.68878",Fontaine,Jules Guesde,
stops,"45.19465,5.69451",Fontaine,Rue Pasteur,
stops,"45.15765,5.68975",Seyssins,Le Bournet,
stops,"45.15744,5.68999",Seyssins,Le Bournet,
stops,"45.1595,5.68969",Seyssins,La Baume,
stops,"45.16486,5.68915",Seyssins,Marc Sangnier,
stops,"45.16493,5.68918",Seyssins,Marc Sangnier,
stops,"45.1724,5.69682",Seyssinet-Pariset,La Plaine,
stops,"45.17828,5.69699",Seyssinet-Pariset,L'Arche,
stops,"45.1879,5.76943",Saint-Martin-d'Hères,Les Alpilles,
stops,"45.18802,5.7695",Saint-Martin-d'Hères,Les Alpilles,
stops,"45.20926,5.74226",La Tronche,Le Rozan,
stops,"45.19166,5.77038",Saint-Martin-d'Hères,Bibliothèques Universitaires,
stops,"45.20925,5.74235",La Tronche,Le Rozan,
stops,"45.21937,5.78601",Meylan,Saint-Mury,
stops,"45.21403,5.77904",Meylan,Lycée du Grésivaudan - Bachais,
stops,"45.1611,5.75531",Saint-Martin-d'Hères,Bel Air,
stops,"45.16187,5.74501",Eybens,Général de Gaulle,
stops,"45.16148,5.74385",Eybens,Général de Gaulle,
stops,"45.21285,5.79719",Meylan,Maupertuis,
stops,"45.21153,5.7907",Meylan,Les Béalières,
stops,"44.98902,5.62164",Le Gua,La Pierre,
stops,"44.97015,5.60874",Miribel-Lanchâtre,Le Vernay,
stops,"44.99995,5.62934",Le Gua,Saint-Barthélémy,
stops,"44.99986,5.62946",Le Gua,Saint-Barthélémy,
stops,"45.15696,5.67871",Seyssins,Le Priou,
stops,"45.16918,5.71258",Grenoble,Louise Michel,
stops,"45.16955,5.71292",Grenoble,Louise Michel,
stops,"45.16024,5.7096",Grenoble,Marielle Franco - Rondeau,
stops,"45.1612,5.71009",Grenoble,Marielle Franco - Rondeau,
stops,"45.19128,5.72153",Grenoble,Docteur Mazet,
stops,"45.19139,5.72258",Grenoble,Docteur Mazet,
stops,"45.20138,5.75303",La Tronche,Doyen Gosse,
stops,"45.15937,5.72662",Grenoble,Edmond Esmonin,
stops,"45.16137,5.72414",Grenoble,Christophe Turc,
stops,"45.16073,5.72403",Grenoble,Christophe Turc,
stops,"45.16411,5.72404",Grenoble,Village Olympique,
stops,"45.16355,5.72393",Grenoble,Village Olympique,
stops,"45.16744,5.72338",Grenoble,Vigny,
stops,"45.16734,5.72335",Grenoble,Vigny,
stops,"45.16949,5.72271",Grenoble,Clos d'Or,
stops,"45.16934,5.72311",Grenoble,Clos d'Or,
stops,"45.17304,5.7246",Grenoble,Eugène Sue,
stops,"45.17284,5.72476",Grenoble,Eugène Sue,
stops,"45.17659,5.72454",Grenoble,Capuche,
stops,"45.17607,5.7248",Grenoble,Capuche,
stops,"45.18016,5.72339",Grenoble,Foch - Ferrié,
stops,"45.18044,5.72346",Grenoble,Foch - Ferrié,
stops,"45.18539,5.7225",Grenoble,Championnet,
stops,"45.18554,5.72318",Grenoble,Championnet,
stops,"45.18787,5.72682",Grenoble,Docteur Martin,
stops,"45.18766,5.72684",Grenoble,Docteur Martin,
stops,"45.15919,5.71352",Grenoble,Les Essarts,
stops,"45.16417,5.71792",Grenoble,Beauvert,
stops,"45.16771,5.72108",Grenoble,Massenet,
stops,"45.17582,5.72588",Grenoble,Capuche,
stops,"45.17615,5.72615",Grenoble,Capuche,
stops,"45.17791,5.72737",Grenoble,Rue des Déportés,
stops,"45.17829,5.72771",Grenoble,Rue des Déportés,
stops,"45.1817,5.72783",Grenoble,Gustave Rivet,
stops,"45.17878,5.77315",Saint-Martin-d'Hères,Galochère,
stops,"45.17958,5.77015",Saint-Martin-d'Hères,Elsa Triolet,
stops,"45.18073,5.76596",Saint-Martin-d'Hères,Coli,
stops,"45.18136,5.76334",Saint-Martin-d'Hères,Portail Rouge,
stops,"45.1814,5.76347",Saint-Martin-d'Hères,Portail Rouge,
stops,"45.18222,5.76037",Saint-Martin-d'Hères,Cité Labeye,
stops,"45.18395,5.75378",Saint-Martin-d'Hères,Maison Communale,
stops,"45.18401,5.75376",Saint-Martin-d'Hères,Maison Communale,
stops,"45.18558,5.7479",Saint-Martin-d'Hères,Croix Rouge,
stops,"45.18886,5.73639",Grenoble,Bir Hakeim,
stops,"45.18879,5.73676",Grenoble,Bir Hakeim,
stops,"45.17956,5.76397",Saint-Martin-d'Hères,Pierre Courtade,
stops,"45.17591,5.76456",Saint-Martin-d'Hères,Henri Wallon,
stops,"45.17106,5.75691",Saint-Martin-d'Hères,8 mai 1945,
stops,"45.16752,5.75421",Saint-Martin-d'Hères,Zella Mehlis,
stops,"45.16403,5.7507",Saint-Martin-d'Hères,Le Marais,
stops,"45.15975,5.72325",Grenoble,Maison des Anciens,
stops,"45.16892,5.73308",Grenoble,Malherbe,
stops,"45.16987,5.73691",Grenoble,Louis Jouvet,
stops,"45.17076,5.74031",Grenoble,Teisseire,
stops,"45.17081,5.74016",Grenoble,Teisseire,
stops,"45.17264,5.74578",Grenoble,Paul Cocat,
stops,"45.19125,5.71139",Grenoble,Palais de Justice - Gare,
stops,"45.17817,5.7454",Grenoble,Saint-Augustin,
stops,"45.17894,5.75161",Grenoble,Bon Pasteur,
stops,"45.17905,5.75493",Saint-Martin-d'Hères,Edouard Vaillant,
stops,"45.1934,5.73617",Grenoble,Hôtel de Police,
stops,"45.1907,5.73547",Grenoble,Mutualité,
stops,"45.18042,5.73514",Grenoble,Mallifaud,
stops,"45.18033,5.73508",Grenoble,Mallifaud,
stops,"45.1783,5.73616",Grenoble,Bajatière,
stops,"45.17814,5.73614",Grenoble,Bajatière,
stops,"45.17607,5.73726",Grenoble,Ponsard,
stops,"45.17597,5.7372",Grenoble,Ponsard,
stops,"45.17341,5.73857",Grenoble,Paul Claudel,
stops,"45.17336,5.73851",Grenoble,Paul Claudel,
stops,"45.17103,5.7398",Grenoble,Teisseire,
stops,"45.17091,5.73971",Grenoble,Teisseire,
stops,"45.16754,5.74151",Grenoble,Jean Racine,
stops,"45.16683,5.74175",Grenoble,Jean Racine,
stops,"45.19391,5.73216",Grenoble,Notre-Dame - Musée,
stops,"45.19411,5.73192",Grenoble,Notre-Dame - Musée,
stops,"45.19409,5.73571",Grenoble,Hôtel de Police,
stops,"45.19167,5.7379",Grenoble,Saint-Roch,
stops,"45.19173,5.73799",Grenoble,Saint-Roch,
stops,"45.18588,5.71363",Grenoble,Chorier - Saint-Bruno,
stops,"45.01693,5.61329",Le Gua,Prélenfrey Eglise,
stops,"45.17794,5.71025",Grenoble,Champs-Elysées,
stops,"45.17831,5.71056",Grenoble,Champs-Elysées,
stops,"45.17557,5.70893",Grenoble,Salengro,
stops,"45.17566,5.70887",Grenoble,Salengro,
stops,"45.17209,5.70505",Grenoble,Anatole France,
stops,"45.17186,5.70495",Grenoble,Anatole France,
stops,"45.16863,5.70487",Grenoble,Cité Paul Mistral,
stops,"45.16855,5.70479",Grenoble,Cité Paul Mistral,
stops,"45.16669,5.70665",Grenoble,Bachelard,
stops,"45.16718,5.7052",Grenoble,Bachelard,
stops,"45.16193,5.71613",Grenoble,Verlaine,
stops,"45.16162,5.71603",Grenoble,Verlaine,
stops,"45.23985,5.6728",Saint-Égrève,Les Bonnais,
stops,"45.22802,5.68429",Saint-Égrève,Moutonnées,
stops,"45.18515,5.74324",Grenoble,Madeleine,
stops,"45.18177,5.74518",Grenoble,Jeanne d'Arc,
stops,"45.18194,5.74841",Saint-Martin-d'Hères,Grand Châtelet,
stops,"45.17939,5.75087",Saint-Martin-d'Hères,Bon Pasteur,
stops,"45.17823,5.75147",Grenoble,Bon Pasteur,
stops,"45.17441,5.75429",Saint-Martin-d'Hères,Edmond Rostand,
